Point ID,Density,Eddy_Viscosity,Energy,Heat_Flux,Laminar_Viscosity,Mach,Momentum_0,Momentum_1,Momentum_2,Momentum_Magnitude,Nu_Tilde,Points_0,Points_1,Points_2,Points_Magnitude,Pressure,Pressure_Coefficient,Skin_Friction_Coefficient_0,Skin_Friction_Coefficient_1,Skin_Friction_Coefficient_2,Skin_Friction_Coefficient_Magnitude,Temperature,Velocity_0,Velocity_1,Velocity_2,Velocity_Magnitude,Y_Plus
476,0.889771,0,187476,-0,1.81548e-05,0,0,0,0,0,0,0.889354,-1,0.0286954,1.33857,74990.2,-0.10316,0.0020797,1.00646e-25,-0.000492227,0.00213716,293.6,0,0,0,0,0.384591
477,0.889785,0,187482,-0,1.8155e-05,0,0,0,0,0,0,0.894265,-1,0.0275282,1.34181,74992.6,-0.0975083,0.00208142,1.75755e-25,-0.000496689,0.00213986,293.605,0,0,0,0,0.384893
478,0.889798,0,187487,-0,1.81552e-05,0,0,0,0,0,0,0.899007,-1,0.026392,1.34496,74994.9,-0.0921753,0.00208301,0,-0.000501004,0.00214242,293.61,0,0,0,0,0.385195
479,0.889811,0,187493,-0,1.81554e-05,0,0,0,0,0,0,0.903589,-1,0.0252856,1.348,74997,-0.0871212,0.00208453,0,-0.000505185,0.00214487,293.614,0,0,0,0,0.385502
480,0.889825,0,187498,-0,1.81556e-05,0,0,0,0,0,0,0.908019,-1,0.0242078,1.35096,74999.1,-0.0823445,0.00208602,0,-0.000509255,0.00214728,293.617,0,0,0,0,0.385819
481,0.889839,0,187503,-0,1.81557e-05,0,0,0,0,0,0,0.912306,-1,0.0231575,1.35382,75001,-0.0778,0.00208757,-5.28493e-25,-0.000513238,0.00214974,293.62,0,0,0,0,0.386154
482,0.889853,0,187507,-0,1.81558e-05,0,0,0,0,0,0,0.916456,-1,0.0221336,1.35661,75002.8,-0.073508,0.00208914,-6.05817e-25,-0.000517128,0.00215219,293.623,0,0,0,0,0.386503
483,0.889868,0,187511,-0,1.81559e-05,0,0,0,0,0,0,0.920476,-1,0.0211352,1.35931,75004.5,-0.0695142,0.00209045,-6.72462e-25,-0.000520859,0.00215436,293.624,0,0,0,0,0.38684
484,0.889884,0,187515,-0,1.8156e-05,0,0,0,0,0,0,0.924372,-1,0.0201612,1.36194,75006.1,-0.0657176,0.00209136,-8.05386e-25,-0.000524405,0.00215611,293.626,0,0,0,0,0.387154
485,0.8899,0,187519,-0,1.8156e-05,0,0,0,0,0,0,0.928151,-1,0.0192108,1.36449,75007.7,-0.0619985,0.0020924,0,-0.000527896,0.00215797,293.626,0,0,0,0,0.387492
